	msp_0019	msp_0023	msp_0041	msp_0128	msp_0141	msp_0293	msp_0351	msp_0377	msp_0436	msp_1126
SRA00_contig:gene_id_36205	0	0	0	0	0	0	0	0	1	0
V1.FI19_GL0055440	0	0	0	0	0	0	0	0	1	0
S_P2_gene_369476	0	0	0	0	0	0	0	0	1	0
O2.UC49-0_GL0081803	0	0	0	0	0	0	0	0	1	0
S_P1_gene_348379	0	0	0	0	0	0	0	0	1	0
V1.UC46-0_GL0035382	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_122343	0	0	0	0	0	0	0	0	1	0
MH0327_GL0097965	0	0	0	0	0	0	0	0	1	0
O2.UC47-1_GL0137575	0	0	0	0	0	0	0	0	1	0
V1.CD27-0_GL0051244	0	0	0	0	0	0	0	0	1	0
O2.UC35-0_GL0056701	0	0	0	0	0	0	0	0	1	0
T2D-52A_GL0029340	0	0	0	0	0	0	0	0	1	0
O2.UC36-0_GL0004399	0	0	0	0	0	0	0	0	1	0
H_P1_gene_454124	0	0	0	0	0	0	0	0	1	0
MH0161_GL0045112	0	0	0	0	0	0	0	0	1	0
O2.UC18-1_GL0161057	0	0	0	0	0	0	0	0	1	0
MH0443_GL0200809	0	0	0	0	0	0	0	0	1	0
MH0071_GL0059623	0	0	0	0	0	0	0	0	1	0
H_P2_gene_335676	0	0	0	0	0	0	0	0	1	0
MH0161_GL0016430	0	0	0	0	0	0	0	0	1	0
O2.UC46-1_GL0154122	0	0	0	0	0	0	0	0	1	0
V1.UC43-0_GL0127305	0	0	0	0	0	0	0	0	1	0
MH0377_GL0059157	0	0	0	0	0	0	0	0	1	0
MH0203_GL0193438	0	0	0	0	0	0	0	0	1	0
S_P2_gene_579176	0	0	0	0	0	0	0	0	1	0
V1.FI20_GL0157542	0	0	0	0	0	0	0	0	1	0
O2.UC8-0_GL0095461	0	0	0	0	0	0	0	0	1	0
S_P2_gene_80335	0	0	0	0	0	0	0	0	1	0
SRA00_contig:gene_id_89706	0	0	0	0	0	0	0	0	1	0
MH0354_GL0112663	0	0	0	0	0	0	0	0	1	0
MH0071_GL0007338	0	0	0	0	0	0	0	0	1	0
V1.FI15_GL0167903	0	0	0	0	0	0	0	0	1	0
V1.CD28-0_GL0013195	0	0	0	0	0	0	0	0	1	0
MH0382_GL0043659	0	0	0	0	0	0	0	0	1	0
V1.UC47-0_GL0156504	0	0	0	0	0	0	0	0	1	0
V1.UC35-4_GL0200940	0	0	0	0	0	0	0	0	1	0
V1.CD27-0_GL0047601	0	0	0	0	0	0	0	0	1	0
MH0350_GL0015370	0	0	0	0	0	0	0	0	1	0
V1.CD51-0_GL0021573	0	0	0	0	0	0	0	0	1	0
MH0442_GL0220346	0	0	0	0	0	0	0	0	1	0
MH0350_GL0105590	0	0	0	0	0	0	0	0	1	0
O2.UC37-0_GL0017427	0	0	0	0	0	0	0	0	1	0
S_P1_gene_449611	0	0	0	0	0	0	0	0	1	0
MH0374_GL0103049	0	0	0	0	0	0	0	0	1	0
NOM009_GL0080985	0	0	0	0	0	0	0	0	1	0
O2.UC13-2_GL0099776	0	0	0	0	0	0	0	0	1	0
MH0071_GL0049956	0	0	0	0	0	0	0	0	1	0
O2.UC44-2_GL0158838	0	0	0	0	0	0	0	0	1	0
V1.UC22-1_GL0076798	0	0	0	0	0	0	0	0	1	0
MH0161_GL0133856	0	0	0	0	0	0	0	0	1	0
V1.UC40-1_GL0168380	0	0	0	0	0	0	0	0	1	0
MH0337_GL0073127	0	0	0	0	0	0	0	0	1	0
MH0161_GL0124454	0	0	0	0	0	0	0	0	1	0
O2.UC46-2_GL0101478	0	0	0	0	0	0	0	0	1	0
MH0337_GL0073476	0	0	0	0	0	0	0	0	1	0
MH0442_GL0217467	0	0	0	0	0	0	0	0	1	0
O2.UC44-2_GL0196388	0	0	0	0	0	0	0	0	1	0
V1.CD6-0-PT_GL0206556	0	0	0	0	0	0	0	0	1	0
V1.UC40-1_GL0093053	0	0	0	0	0	0	0	0	1	0
O2.UC35-0_GL0121896	0	0	0	0	0	0	0	0	1	0
S_P2_gene_275418	0	0	0	0	0	0	0	0	1	0
V1.CD1-0-PN_GL0101336	0	0	0	0	0	0	0	0	1	0
O2.UC14-2_GL0149372	0	0	0	0	0	0	0	0	1	0
AS133:gene_id_100431	0	0	0	0	0	0	0	0	1	0
S_P1_gene_353980	0	0	0	0	0	0	0	0	1	0
V1.UC13-0_GL0013555	0	0	0	0	0	0	0	0	1	0
V1.UC51-4_GL0053579	0	0	0	0	0	0	0	0	1	0
V1.FI26_GL0083974	0	0	0	0	0	0	0	0	1	0
V1.UC43-0_GL0197356	0	0	0	0	0	0	0	0	1	0
RA01_contig:gene_id_104038	0	0	0	0	0	0	0	0	1	0
H_P2_gene_165010	0	0	0	0	0	0	0	0	1	0
SRA03_contig:gene_id_132126	0	0	0	0	0	0	0	0	1	0
T2D-47A_GL0019868	0	0	0	0	0	0	0	0	1	0
DLF013_GL0072789	0	0	0	0	0	0	0	0	1	0
H_P1_gene_271242	0	0	0	0	0	0	0	0	1	0
MH0441_GL0135523	0	0	0	0	0	0	0	0	1	0
H_P2_gene_276585	0	0	0	0	0	0	0	0	1	0
V1.FI19_GL0181436	0	0	0	0	0	0	0	0	1	0
MH0071_GL0032336	0	0	0	0	0	0	0	0	1	0
MH0293_GL0161606	0	0	0	0	0	0	0	0	1	0
MH0253_GL0182715	0	0	0	0	0	0	0	0	1	0
V1.UC46-0_GL0082840	0	0	0	0	0	0	0	0	1	0
V1.FI19_GL0142822	0	0	0	0	0	0	0	0	1	0
Unknow_GL0179001	0	0	0	0	0	0	0	0	1	0
MH0188_GL0029895	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0242066	0	0	0	0	0	0	0	0	1	0
O2.UC37-0_GL0080782	0	0	0	0	0	0	0	0	1	0
MH0161_GL0022749	0	0	0	0	0	0	0	0	1	0
O2.UC50-0_GL0166554	0	0	0	0	0	0	0	0	1	0
O2.UC55-0_GL0044013	0	0	0	0	0	0	0	0	1	0
V1.UC2-4_GL0017180	0	0	0	0	0	0	0	0	1	0
V1.CD1-0-PN_GL0143872	0	0	0	0	0	0	0	0	1	0
MH0337_GL0140657	0	0	0	0	0	0	0	0	1	0
SRA01_contig:gene_id_24041	0	0	0	0	0	0	0	0	1	0
MH0071_GL0025597	0	0	0	0	0	0	0	0	1	0
S_P2_gene_224924	0	0	0	0	0	0	0	0	1	0
Unknow_GL0186288	0	0	0	0	0	0	0	0	1	0
MH0337_GL0073735	0	0	0	0	0	0	0	0	1	0
MH0377_GL0104770	0	0	0	0	0	0	0	0	1	0
O2.UC14-2_GL0087599	0	0	0	0	0	0	0	0	1	0
MH0178_GL0089096	0	0	0	0	0	0	0	0	1	0
MH0161_GL0124541	0	0	0	0	0	0	0	0	1	0
V1.CD40-0_GL0199168	0	0	0	0	0	0	0	0	1	0
O2.UC52-2_GL0055832	0	0	0	0	0	0	0	0	1	0
V1.CD1-0-PN_GL0043169	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_217738	0	0	0	0	0	0	0	0	1	0
MH0196_GL0031209	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0140648	0	0	0	0	0	0	0	0	1	0
MH0435_GL0037767	0	0	0	0	0	0	0	0	1	0
MH0354_GL0052916	0	0	0	0	0	0	0	0	1	0
V1.UC13-0_GL0048893	0	0	0	0	0	0	0	0	1	0
V1.CD28-0_GL0101433	0	0	0	0	0	0	0	0	1	0
T2D-109A_GL0162288	0	0	0	0	0	0	0	0	1	0
O2.UC37-0_GL0030354	0	0	0	0	0	0	0	0	1	0
MH0071_GL0020247	0	0	0	0	0	0	0	0	1	0
MH0337_GL0113640	0	0	0	0	0	0	0	0	1	0
V1.UC2-0_GL0027022	0	0	0	0	0	0	0	0	1	0
H_P2_gene_348392	0	0	0	0	0	0	0	0	1	0
O2.UC46-0_GL0030426	0	0	0	0	0	0	0	0	1	0
O2.UC21-2_GL0132066	0	0	0	0	0	0	0	0	1	0
V1.UC4-5_GL0208627	0	0	0	0	0	0	0	0	1	0
O2.UC37-2_GL0024350	0	0	0	0	0	0	0	0	1	0
T2D-189A_GL0080785	0	0	0	0	0	0	0	0	1	0
MH0354_GL0109212	0	0	0	0	0	0	0	0	1	0
Unknow_GL0103439	0	0	0	0	0	0	0	0	1	0
O2.UC37-1_GL0050283	0	0	0	0	0	0	0	0	1	0
MH0161_GL0143131	0	0	0	0	0	0	0	0	1	0
H_P2_gene_210372	0	0	0	0	0	0	0	0	1	0
V1.UC45-0_GL0057617	0	0	0	0	0	0	0	0	1	0
V1.UC2-0_GL0047697	0	0	0	0	0	0	0	0	1	0
MH0071_GL0018976	0	0	0	0	0	0	0	0	1	0
158802708-stool2_GL0155343	0	0	0	0	0	0	0	0	1	0
V1.CD1-3-PN_GL0131448	0	0	0	0	0	0	0	0	1	0
MH0377_GL0012596	0	0	0	0	0	0	0	0	1	0
O2.UC59-0_GL0129837	0	0	0	0	0	0	0	0	1	0
MH0071_GL0040204	0	0	0	0	0	0	0	0	1	0
MH0393_GL0068399	0	0	0	0	0	0	0	0	1	0
H_P1_gene_17165	0	0	0	0	0	0	0	0	1	0
MH0188_GL0079534	0	0	0	0	0	0	0	0	1	0
O2.UC36-0_GL0108114	0	0	0	0	0	0	0	0	1	0
V1.UC51-0_GL0042811	0	0	0	0	0	0	0	0	1	0
V1.UC28-0_GL0095049	0	0	0	0	0	0	0	0	1	0
MH0071_GL0002396	0	0	0	0	0	0	0	0	1	0
MH0161_GL0121011	0	0	0	0	0	0	0	0	1	0
S_P2_gene_370702	0	0	0	0	0	0	0	0	1	0
MH0071_GL0049089	0	0	0	0	0	0	0	0	1	0
MH0188_GL0104469	0	0	0	0	0	0	0	0	1	0
MH0188_GL0064279	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_60263	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_74248	0	0	0	0	0	0	0	0	1	0
V1.UC13-0_GL0066769	0	0	0	0	0	0	0	0	1	0
Unknow_GL0008152	0	0	0	0	0	0	0	0	1	0
MH0393_GL0060548	0	0	0	0	0	0	0	0	1	0
L106_gene_23933	0	0	0	0	0	0	0	0	1	0
O2.UC8-1_GL0144026	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_72969	0	0	0	0	0	0	0	0	1	0
MH0071_GL0019205	0	0	0	0	0	0	0	0	1	0
H_P2_gene_314257	0	0	0	0	0	0	0	0	1	0
MH0416_GL0152335	0	0	0	0	0	0	0	0	1	0
MH0188_GL0042823	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_47003	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_69011	0	0	0	0	0	0	0	0	1	0
MH0442_GL0276021	0	0	0	0	0	0	0	0	1	0
MH0161_GL0079714	0	0	0	0	0	0	0	0	1	0
MH0161_GL0026800	0	0	0	0	0	0	0	0	1	0
MH0161_GL0165906	0	0	0	0	0	0	0	0	1	0
V1.UC43-0_GL0055224	0	0	0	0	0	0	0	0	1	0
V1.FI05_GL0024712	0	0	0	0	0	0	0	0	1	0
Unknow_GL0077558	0	0	0	0	0	0	0	0	1	0
MH0161_GL0165907	0	0	0	0	0	0	0	0	1	0
L106_gene_3810	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_161658	0	0	0	0	0	0	0	0	1	0
MH0071_GL0007407	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0175861	0	0	0	0	0	0	0	0	1	0
O2.CD1-0_GL0134766	0	0	0	0	0	0	0	0	1	0
MH0196_GL0163149	0	0	0	0	0	0	0	0	1	0
SRA00_contig:gene_id_21518	0	0	0	0	0	0	0	0	1	0
V1.CD28-0_GL0029733	0	0	0	0	0	0	0	0	1	0
V1.UC35-0_GL0116050	0	0	0	0	0	0	0	0	1	0
V1.UC58-0_GL0136080	0	0	0	0	0	0	0	0	1	0
MH0071_GL0005112	0	0	0	0	0	0	0	0	1	0
MH0188_GL0166054	0	0	0	0	0	0	0	0	1	0
MH0188_GL0079543	0	0	0	0	0	0	0	0	1	0
V1.UC39-0_GL0147555	0	0	0	0	0	0	0	0	1	0
DOF003_GL0072986	0	0	0	0	0	0	0	0	1	0
V1.UC57-0_GL0189436	0	0	0	0	0	0	0	0	1	0
158802708-stool1_GL0166804	0	0	0	0	0	0	0	0	1	0
765560005-stool1_GL0053094	0	0	0	0	0	0	0	0	1	0
MH0336_GL0001198	0	0	0	0	0	0	0	0	1	0
V1.UC38-4_GL0085593	0	0	0	0	0	0	0	0	1	0
H_P2_gene_195431	0	0	0	0	0	0	0	0	1	0
MH0056_GL0012423	0	0	0	0	0	0	0	0	1	0
S_P2_gene_89819	0	0	0	0	0	0	0	0	1	0
O2.UC8-0_GL0135232	0	0	0	0	0	0	0	0	1	0
V1.UC31-4_GL0058347	0	0	0	0	0	0	0	0	1	0
SRA01_contig:gene_id_45040	0	0	0	0	0	0	0	0	1	0
MH0188_GL0004654	0	0	0	0	0	0	0	0	1	0
MH0161_GL0075018	0	0	0	0	0	0	0	0	1	0
S_P2_gene_401694	0	0	0	0	0	0	0	0	1	0
MH0161_GL0096995	0	0	0	0	0	0	0	0	1	0
RA04_contig:gene_id_176513	0	0	0	0	0	0	0	0	1	0
MH0337_GL0117337	0	0	0	0	0	0	0	0	1	0
MH0382_GL0009018	0	0	0	0	0	0	0	0	1	0
O2.UC36-0_GL0114797	0	0	0	0	0	0	0	0	1	0
V1.UC26-4_GL0114949	0	0	0	0	0	0	0	0	1	0
V1.FI05_GL0125588	0	0	0	0	0	0	0	0	1	0
O2.UC18-1_GL0087468	0	0	0	0	0	0	0	0	1	0
T2D-25A_GL0015718	0	0	0	0	0	0	0	0	1	0
MH0188_GL0036397	0	0	0	0	0	0	0	0	1	0
338793263-stool1_GL0032941	0	0	0	0	0	0	0	0	1	0
MH0188_GL0008395	0	0	0	0	0	0	0	0	1	0
MH0188_GL0156468	0	0	0	0	0	0	0	0	1	0
O2.UC36-0_GL0075079	0	0	0	0	0	0	0	0	1	0
S_P1_gene_69364	0	0	0	0	0	0	0	0	1	0
NOM009_GL0066373	0	0	0	0	0	0	0	0	1	0
O2.UC36-0_GL0064603	0	0	0	0	0	0	0	0	1	0
V1.UC38-4_GL0017971	0	0	0	0	0	0	0	0	1	0
V1.UC13-0_GL0021309	0	0	0	0	0	0	0	0	1	0
V1.UC35-0_GL0020095	0	0	0	0	0	0	0	0	1	0
MH0071_GL0013010	0	0	0	0	0	0	0	0	1	0
MH0334_GL0016482	0	0	0	0	0	0	0	0	1	0
O2.UC37-2_GL0006637	0	0	0	0	0	0	0	0	1	0
SRA01_contig:gene_id_1111	0	0	0	0	0	0	0	0	1	0
H_P2_gene_555994	0	0	0	0	0	0	0	0	1	0
MH0161_GL0039359	0	0	0	0	0	0	0	0	1	0
V1.UC38-0_GL0025392	0	0	0	0	0	0	0	0	1	0
O2.UC11-2_GL0114875	0	0	0	0	0	0	0	0	1	0
SRA00_contig:gene_id_13001	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_70692	0	0	0	0	0	0	0	0	1	0
V1.CD24-0_GL0037566	0	0	0	0	0	0	0	0	1	0
MH0203_GL0128147	0	0	0	0	0	0	0	0	1	0
O2.CD1-0_GL0008886	0	0	0	0	0	0	0	0	1	0
MH0161_GL0054467	0	0	0	0	0	0	0	0	1	0
RA01_contig:gene_id_12810	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_7608	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_8957	0	0	0	0	0	0	0	0	1	0
MH0071_GL0055785	0	0	0	0	0	0	0	0	1	0
MH0203_GL0102801	0	0	0	0	0	0	0	0	1	0
H_P1_gene_307650	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_118046	0	0	0	0	0	0	0	0	1	0
MH0382_GL0109943	0	0	0	0	0	0	0	0	1	0
O2.UC21-1_GL0080785	0	0	0	0	0	0	0	0	1	0
MH0161_GL0138398	0	0	0	0	0	0	0	0	1	0
S_P2_gene_454141	0	0	0	0	0	0	0	0	1	0
RA01_contig:gene_id_27187	0	0	0	0	0	0	0	0	1	0
MH0336_GL0037908	0	0	0	0	0	0	0	0	1	0
V1.UC13-0_GL0006792	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0105384	0	0	0	0	0	0	0	0	1	0
S_P2_gene_202422	0	0	0	0	0	0	0	0	1	0
MH0415_GL0126079	0	0	0	0	0	0	0	0	1	0
O2.UC46-0_GL0119667	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0171269	0	0	0	0	0	0	0	0	1	0
V1.CD1-0-PN_GL0111581	0	0	0	0	0	0	0	0	1	0
MH0436_GL0130550	0	0	0	0	0	0	0	0	1	0
MH0196_GL0219356	0	0	0	0	0	0	0	0	1	0
Unknow_GL0052320	0	0	0	0	0	0	0	0	1	0
H_P1_gene_329547	0	0	0	0	0	0	0	0	1	0
V1.UC35-0_GL0027935	0	0	0	0	0	0	0	0	1	0
RA01_contig:gene_id_82185	0	0	0	0	0	0	0	0	1	0
T2D-25A_GL0033104	0	0	0	0	0	0	0	0	1	0
V1.UC13-0_GL0002241	0	0	0	0	0	0	0	0	1	0
MH0188_GL0094331	0	0	0	0	0	0	0	0	1	0
V1.FI15_GL0164183	0	0	0	0	0	0	0	0	1	0
MH0334_GL0016527	0	0	0	0	0	0	0	0	1	0
MH0161_GL0070361	0	0	0	0	0	0	0	0	1	0
V1.UC22-1_GL0175005	0	0	0	0	0	0	0	0	1	0
V1.CD50-0_GL0161050	0	0	0	0	0	0	0	0	1	0
O2.UC46-2_GL0146529	0	0	0	0	0	0	0	0	1	0
MH0161_GL0118775	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_32580	0	0	0	0	0	0	0	0	1	0
MH0071_GL0027186	0	0	0	0	0	0	0	0	1	0
MH0161_GL0101219	0	0	0	0	0	0	0	0	1	0
MH0441_GL0022286	0	0	0	0	0	0	0	0	1	0
MH0441_GL0244083	0	0	0	0	0	0	0	0	1	0
MH0071_GL0022759	0	0	0	0	0	0	0	0	1	0
MH0188_GL0064300	0	0	0	0	0	0	0	0	1	0
V1.CD1-0-PN_GL0125717	0	0	0	0	0	0	0	0	1	0
MH0071_GL0043145	0	0	0	0	0	0	0	0	1	0
SRA02_contig:gene_id_24332	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0180030	0	0	0	0	0	0	0	0	1	0
T2D-47A_GL0059646	0	0	0	0	0	0	0	0	1	0
S_P2_gene_365215	0	0	0	0	0	0	0	0	1	0
V1.CD6-0-PT_GL0109909	0	0	0	0	0	0	0	0	1	0
SRA00_contig:gene_id_106246	0	0	0	0	0	0	0	0	1	0
O2.UC47-0_GL0041866	0	0	0	0	0	0	0	0	1	0
O2.UC48-1_GL0152807	0	0	0	0	0	0	0	0	1	0
V1.UC50-1_GL0145081	0	0	0	0	0	0	0	0	1	0
H_P2_gene_91404	0	0	0	0	0	0	0	0	1	0
MH0161_GL0022847	0	0	0	0	0	0	0	0	1	0
V1.CD1-0-PN_GL0061521	0	0	0	0	0	0	0	0	1	0
338793263-stool1_GL0008523	0	0	0	0	0	0	0	0	1	0
SRA00_contig:gene_id_12646	0	0	0	0	0	0	0	0	1	0
MH0161_GL0134817	0	0	0	0	0	0	0	0	1	0
MH0377_GL0181215	0	0	0	0	0	0	0	0	1	0
O2.UC48-0_GL0143111	0	0	0	0	0	0	0	0	1	0
O2.UC15-1_GL0110750	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_55406	0	0	0	0	0	0	0	0	1	0
MH0184_GL0013573	0	0	0	0	0	0	0	0	1	0
RA02_contig:gene_id_67990	0	0	0	0	0	0	0	0	1	0
MH0432_GL0166042	0	0	0	0	0	0	0	0	1	0
O2.UC47-2_GL0061884	0	0	0	0	0	0	0	0	1	0
MH0253_GL0186625	0	0	0	0	0	0	0	0	1	0
V1.CD27-0_GL0134269	0	0	0	0	0	0	0	0	1	0
V1.CD50-0_GL0069620	0	0	0	0	0	0	0	0	1	0
MH0377_GL0181218	0	0	0	0	0	0	0	0	1	0
O2.UC52-2_GL0135488	0	0	0	0	0	0	0	0	1	0
158802708-stool1_GL0068414	0	0	0	0	0	0	0	0	1	0
V1.UC40-1_GL0161003	0	0	0	0	0	0	0	0	1	0
S_P2_gene_94188	0	0	0	0	0	0	0	0	1	0
H_P1_gene_269702	0	0	0	0	0	0	0	0	1	0
MH0071_GL0027187	0	0	0	0	0	0	0	0	1	0
MH0337_GL0020645	0	0	0	0	0	0	0	0	1	0
O2.UC37-0_GL0001276	0	0	0	0	0	0	0	0	1	0
O2.UC36-0_GL0004713	0	0	0	0	0	0	0	0	1	0
HD-67:gene_id_4061	0	0	0	0	0	0	0	0	1	0
SRA03_contig:gene_id_66595	0	0	0	0	0	0	0	0	1	0
SRA00_contig:gene_id_152298	0	0	0	0	0	0	0	0	1	0
H_P2_gene_95970	0	0	0	0	0	0	0	0	1	0
V1.CD6-0-PN_GL0133607	0	0	0	0	0	0	0	0	1	0
MH0071_GL0017058	0	0	0	0	0	0	0	0	1	0
158802708-stool1_GL0119417	0	0	0	0	0	0	0	0	1	0
S_P2_gene_437667	0	0	0	0	0	0	0	0	1	0
AS19:gene_id_72784	0	0	0	0	0	0	0	0	1	0
MH0071_GL0050370	0	0	0	0	0	0	0	0	1	0
MH0203_GL0136109	0	0	0	0	0	0	0	0	1	0
O2.UC11-2_GL0127947	0	0	0	0	0	0	0	0	1	0
MH0188_GL0001098	0	0	0	0	0	0	0	0	1	0
MH0417_GL0023338	0	0	0	0	0	0	0	0	1	0
T2D-35A_GL0061546	0	0	0	0	0	0	0	0	1	0
NOM005_GL0063974	0	0	0	0	0	0	0	0	1	0
O2.UC15-2_GL0092605	0	0	0	0	0	0	0	0	1	0
159733294-stool1_GL0038201	0	0	0	0	0	0	0	0	1	0
O2.UC44-1_GL0085669	0	0	0	0	0	0	0	0	1	0
MH0071_GL0057382	0	0	0	0	0	0	0	0	1	0
V1.UC12-4_GL0081773	0	0	0	0	0	0	0	0	1	0
V1.FI25_GL0085635	0	0	0	0	0	0	0	0	1	0
T2D-45A_GL0042707	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0015325	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0139231	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0021725	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0030574	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0016931	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0035854	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0080631	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0027211	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0026847	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0034815	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0010227	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0016192	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0044098	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0092214	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0096788	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0005098	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0140285	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0142258	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0024302	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0028154	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0053092	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0074842	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0092178	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0033320	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0082149	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0019827	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0024341	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0034783	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0037727	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0040633	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0122864	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0120475	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0145215	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0041262	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0010017	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0027253	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0145452	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0144441	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0144443	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0104904	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0060601	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0017788	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0012238	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0120348	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0118567	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0015150	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0076498	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0011671	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0037728	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0018536	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0073527	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0081977	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0062530	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0096414	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0104437	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0134218	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0019823	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0113406	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0039912	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0089343	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0043909	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0050381	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0088296	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0091069	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0083485	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0106292	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0121770	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0111594	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0082379	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0112209	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0083027	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0091824	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0100442	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0133569	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0043829	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0100548	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0038184	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0048852	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0075901	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0039047	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0028468	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0134897	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0052635	0	0	0	0	0	0	0	0	0	1
T2D-45A_GL0008032	0	0	0	0	0	0	0	0	0	1
