gene_name	ko
MH0428_GL0039768	K01785
O2.UC44-2_GL0223888	K02016
MH0227_GL0011020	K01610
RA06_contig:gene_id_107916	K07258
MH0128_GL0020541	K02529
MH0128_GL0020541	K18991
MH0128_GL0020541	K17736
SZEY-20A_GL0032459	K01051
SZEY-20A_GL0032459	K19172
SZEY-20A_GL0032459	K06882
SZEY-20A_GL0032459	K01190
SZEY-20A_GL0032459	K06113
SZEY-20A_GL0032459	K01730
SZEY-20A_GL0032459	K15530
MH0161_GL0137610	K11921
MH0161_GL0137610	K19338
MH0161_GL0137610	K04761
AS37:gene_id_14444	K03270
V1.FI07_GL0060763	K03978
L104_gene_92799	K07282
SRA02_contig:gene_id_200245	K01972
SRA02_contig:gene_id_200245	K01153
MH0238_GL0119876	K21572
MH0001_GL0010321	K07304
MH0001_GL0010321	K12267
L115_gene_75344	K06196
L115_gene_75344	K02199
H_P1_gene_164794	K12952
MH0400_GL0146658	K00571
MH0071_GL0067861	K09669
MH0071_GL0067861	K11257
MH0071_GL0067861	K00753
NLM004_GL0033736	K00265
NLM004_GL0033736	K00284
MH0131_GL0136981	K02588
MH0046_GL0031955	K07085
MH0046_GL0019561	K03101
O2.UC30-0_GL0093543	K02346
O2.CD2-0_GL0045031	K12990
MH0061_GL0043402	K19430
MH0222_GL0077338	K01303
MH0222_GL0077338	K12854
MH0222_GL0077338	K01322
MH0222_GL0077338	K01278
160319967-stool1_GL0020993	K10206
L49_gene_55383	K03639
MH0321_GL0103305	K07460
MH0357_GL0076662	K01209
MH0357_GL0076662	K15921
MH0357_GL0076662	K01198
MH0063_GL0033846	K00548
MH0246_GL0129774	K02030
MH0046_GL0040927	K03559
S_P2_gene_259333	K00917
S_P2_gene_259333	K00882
V1.FI19_GL0006124	K03742
V1.UC8-0_GL0033087	K20861
NLM024_GL0007312	K07154
SZEY-39A_GL0057105	K02004
HD-65:gene_id_42994	K06196
NOF007_GL0060516	K05813
DLM020_GL0057943	K00979
L21_gene_70	K03892
AS22:gene_id_29012	K00826
O2.UC17-2_GL0110469	K03484
O2.UC17-2_GL0110469	K02529
DOM003_GL0021772	K01246
DOM003_GL0021772	K06977
SRA02_contig:gene_id_166417	K03088
MH0253_GL0178161	K03548
V1.UC40-1_GL0166715	K07636
V1.UC40-1_GL0166715	K07652
V1.UC40-1_GL0166715	K07651
V1.UC40-1_GL0166715	K07642
V1.UC40-1_GL0166715	K10819
H21_gene_17484	K16089
MH0355_GL0114326	K19147
HD-43:gene_id_21100	K02014
HD-43:gene_id_21100	K21573
O2.UC41-0_GL0017926	K08679
L35_gene_6242	K07277
L35_gene_6242	K07278
H_P2_gene_4792	K07076
MH0192_GL0071237	K07277
AS37:gene_id_12842	K01952
MH0211_GL0147964	K03088
MH0224_GL0138070	K03527
S_P1_gene_353980	K02233
HD-33:gene_id_13598	K03924
MH0238_GL0090971	K13993
MH0238_GL0109683	K03654
L106_gene_34000	K01201
L106_gene_34000	K18579
L106_gene_34000	K15924
T2D-163A_GL0051720	K03924
DLM001_GL0067167	K09955
DLM001_GL0067167	K05349
DLM001_GL0067167	K15921
DLM001_GL0067167	K06113
MH0227_GL0130869	K07741
RA04_contig:gene_id_137540	K01447
MH0094_GL0108790	K01895
L115_gene_64375	K21573
L70_gene_15450	K00648
MH0404_GL0033835	K01686
MH0404_GL0033835	K00046
MH0404_GL0033835	K00059
T2D-45A_GL0051624	K03070
MH0238_GL0013478	K21573
MH0238_GL0013478	K02014
MH0109_GL0046667	K01251
H59_gene_38392	K03737
T2D-45A_GL0102908	K03734
T2D-45A_GL0042767	K19036
T2D-45A_GL0042767	K14326
T2D-45A_GL0042767	K10706
AS62:gene_id_56414	K01154
MH0238_GL0081791	K17623
MH0238_GL0081791	K01838
MH0238_GL0081791	K19270
SRA03_contig:gene_id_63351	K09955
V1.CD52-0_GL0076066	K03543
T2D-41A_GL0068807	K10678
T2D-41A_GL0068807	K19285
HD-32:gene_id_17659	K21573
HD-9:gene_id_33570	K02341
MH0253_GL0087911	K21572
HD-40:gene_id_32790	K01534
HD-62:gene_id_53374	K11392
HD-62:gene_id_53374	K03500
MH0253_GL0186625	K07496
HD-58:gene_id_20840	K01284
RA08_contig:gene_id_127237	K03686
MH0188_GL0080457	K12528
MH0188_GL0080457	K00087
MH0238_GL0104739	K01785
MH0246_GL0079287	K19036
MH0246_GL0079287	K19783
T2D-78A_GL0015013	K06889
O2.UC8-1_GL0039399	K06967
O2.UC38-1_GL0061126	K03671
AS40:gene_id_16400	K09955
AS40:gene_id_16400	K05349
AS40:gene_id_16400	K15921
AS40:gene_id_16400	K06113
Unknow_GL0129966	K21471
L32_gene_3120	K02014
158742018-stool1_GL0137929	K13059
NOM005_GL0073119	K07088
MH0246_GL0062408	K21573
MH0211_GL0089279	K02557
MH0055_GL0034886	K02500
T2D-45A_GL0070746	K05366
MH0164_GL0023929	K02933
T2D-45A_GL0116506	K11921
MH0246_GL0006546	K04763
MH0246_GL0035735	K00533
MH0246_GL0035735	K00336
MH0246_GL0035735	K17997
MH0246_GL0035735	K00532
MH0006_GL0008431	K03177
SRA00_contig:gene_id_51079	K11928
RA02_contig:gene_id_205695	K01520
AS133:gene_id_28852	K06221
DOM022_GL0050147	K00996
DOM022_GL0050147	K15915
DOM022_GL0050147	K21303
DOM022_GL0050147	K13012
O2.UC30-1_GL0121976	K04744
MH0354_GL0106029	K01156
MH0055_GL0052358	K00796
V1.UC46-0_GL0063230	K01012
MH0421_GL0052490	K21573
MH0428_GL0138352	K01972
N084A_GL0095642	K01790
AS132:gene_id_6000	K06921
H91_gene_2044	K04773
H91_gene_76938	K01960
H91_gene_76938	K01958
H91_gene_76938	K01968
MH0031_GL0031822	K01625
V1.FI08_GL0014674	K02014
V1.FI08_GL0014674	K16089
V1.UC21-4_GL0118982	K01134
V1.UC21-4_GL0118982	K01130
V1.UC21-4_GL0118982	K01138
V1.UC21-4_GL0118982	K12374
AS37:gene_id_20328	K07037
MH0055_GL0055837	K11131
MH0055_GL0055837	K19801
MH0357_GL0116719	K03701
MH0428_GL0099738	K02495
O2.UC8-0_GL0065418	K01137
O2.UC8-0_GL0065418	K01138
O2.UC8-0_GL0065418	K01133
O2.UC8-0_GL0065418	K01565
SRA03_contig:gene_id_67407	K11165
SRA03_contig:gene_id_67407	K11166
SRA03_contig:gene_id_67407	K07124
L115_gene_64465	K06215
MH0053_GL0041883	K19430
SRA00_contig:gene_id_132761	K09955
SRA00_contig:gene_id_132761	K05349
SRA00_contig:gene_id_132761	K06113
SRA00_contig:gene_id_132761	K15921
SRA00_contig:gene_id_132761	K01209
MH0055_GL0066066	K00609
T2D-45A_GL0029946	K03694
AS37:gene_id_21295	K04078
T2D-45A_GL0047142	K03340
H46_gene_128260	K06871
H2_gene_67880	K04763
DLF004_GL0030026	K21573
V1.CD7-0_GL0036209	K06997
O2.UC38-2_GL0011255	K02838
MH0094_GL0136030	K03582
MH0414_GL0053364	K00954
V1.FI16_GL0173218	K18011
O2.UC43-0_GL0079961	K07720
N085A_GL0069938	K03585
T2D-6A_GL0144052	K00180
V1.CD52-0_GL0070324	K00175
MH0121_GL0023952	K17865
MH0121_GL0023952	K19659
MH0121_GL0023952	K00625
MH0121_GL0023952	K00634
MH0092_GL0135378	K11475
MH0092_GL0135378	K11476
MH0092_GL0135378	K13637
MH0092_GL0135378	K13654
MH0092_GL0135378	K05799
HD-43:gene_id_7912	K02004
MH0071_GL0019747	K21029
MH0071_GL0019747	K03148
MH0071_GL0019747	K21147
MH0131_GL0173975	K02117
MH0142_GL0031983	K00912
MH0071_GL0028159	K07448
L115_gene_28363	K01278
MH0088_GL0032744	K01990
V1.UC2-4_GL0066417	K02117
SZEY-73A_GL0046576	K07011
SZEY-73A_GL0046576	K20444
T2D-20A_GL0042430	K00865
V1.UC53-0_GL0134085	K02004
MH0055_GL0012903	K01277
SRA02_contig:gene_id_160803	K14623
SRA02_contig:gene_id_160803	K04095
HT14A_GL0099871	K12373
SRA02_contig:gene_id_153152	K00554
MH0246_GL0055790	K07264
MH0355_GL0213107	K06178
MH0321_GL0069212	K07133
O2.UC46-0_GL0071593	K00945
MH0211_GL0001616	K01950
MH0037_GL0041186	K20922
MH0037_GL0041186	K15521
MH0037_GL0041186	K13668
MH0037_GL0041186	K01912
MH0037_GL0041186	K07011
MH0037_GL0041186	K16703
T2D-45A_GL0115569	K06215
H_P1_gene_97334	K04096
MH0138_GL0040249	K02338
MH0063_GL0048209	K01179
SRA02_contig:gene_id_30485	K00554
O2.UC48-0_GL0019594	K13683
MH0192_GL0054734	K03555
MH0192_GL0054734	K08737
T2D-45A_GL0013898	K02377
MH0094_GL0114236	K21572
MH0010_GL0039170	K03307
RA03_contig:gene_id_5057	K00297
MH0238_GL0108341	K21573
MH0238_GL0108341	K02014
MH0088_GL0039118	K02314
MH0238_GL0037665	K00058
MH0441_GL0014496	K07576
BGI-33A_GL0006480	K02528
BGI-33A_GL0006480	K01823
MH0046_GL0043658	K03601
MH0428_GL0094318	K01775
MH0238_GL0143834	K00788
T2D-45A_GL0052902	K01537
MH0389_GL0165421	K00390
AS133:gene_id_35574	K01870
MH0088_GL0047348	K02033
MH0088_GL0047348	K15585
H65_gene_14355	K01364
MH0275_GL0145632	K02892
159632143-stool1_GL0048521	K02888
MH0203_GL0267289	K03484
MH0203_GL0267289	K02529
L49_gene_23247	K00560
MH0055_GL0069447	K03646
MH0429_GL0153054	K15923
O2.UC36-0_GL0090859	K07504
L63_gene_62325	K00849
O2.UC40-1_GL0061912	K00441
O2.UC40-1_GL0061912	K00385
763536994-stool1_GL0013105	K01728
MH0443_GL0015972	K03320
MH0013_GL0000541	K21572
MH0010_GL0011406	K21573
L65_gene_25535	K01685
765034022-stool1_GL0015361	K03555
MH0055_GL0007512	K03924
T2D-45A_GL0120480	K00954
L63_gene_108122	K03088
MH0117_GL0045520	K04567
O2.UC8-0_GL0063728	K03281
SZEY-99A_GL0035537	K03642
AS133:gene_id_33299	K01599
MH0146_GL0075032	K02315
NOF010_GL0075720	K01709
O2.UC60-2_GL0115928	K01653
765074482-stool2_GL0090106	K01791
SZEY-64A_GL0008381	K16922
MH0196_GL0010675	K00012
MH0065_GL0015030	K16710
MH0211_GL0111047	K04084
MH0211_GL0111047	K03671
MH0211_GL0111047	K09584
MH0211_GL0111047	K06888
HD-11:gene_id_37154	K00059
HD-11:gene_id_37154	K00038
HD-11:gene_id_37154	K03331
HD-11:gene_id_37154	K13370
H_P1_gene_243101	K03088
MH0357_GL0055391	K03111
T2D-78A_GL0013734	K21572
MH0055_GL0034900	K00971
V1.UC33-0_GL0143305	K01649
V1.UC33-0_GL0143305	K07720
MH0120_GL0063487	K17677
AS62:gene_id_37968	K16148
T2D-45A_GL0007123	K18908
MH0142_GL0051657	K03424
T2D-112A_GL0000646	K02314
MH0355_GL0210868	K12373
MH0395_GL0212350	K01104
H130_gene_26683	K05595
N037A_GL0074741	K00059
N037A_GL0074741	K18009
N037A_GL0074741	K00065
N037A_GL0074741	K00046
N037A_GL0074741	K00034
MH0046_GL0039892	K01719
V1.UC5-0_GL0030228	K03925
N025A_GL0002885	K04041
SRA02_contig:gene_id_51551	K21572
V1.UC25-0_GL0044846	K21572
MH0238_GL0002926	K01468
H65_gene_71062	K00640
MH0055_GL0065089	K07214
MH0055_GL0065089	K01181
V1.CD1-0-PN_GL0014718	K03307
159814214-stool1_GL0000322	K01921
RA08_contig:gene_id_77955	K00683
DLF004_GL0020816	K02871
MH0267_GL0058402	K17277
H91_gene_2027	K03630
MH0428_GL0131696	K02342
MH0217_GL0115265	K02851
823052294-stool1_GL0024803	K17103
MH0428_GL0117330	K12308
MH0428_GL0117330	K01051
MH0428_GL0117330	K09955
O2.UC37-1_GL0164048	K11070
N011A_GL0020074	K00759
V1.CD44-4_GL0037081	K06889
MH0128_GL0007538	K13012
MH0128_GL0007538	K03606
MH0192_GL0024762	K00013
MH0055_GL0004705	K01077
O2.UC46-2_GL0146529	K10559
T2D-192A_GL0033073	K21573
MH0319_GL0151233	K08122
AS66:gene_id_2047	K18785
MH0001_GL0015521	K00297
AS37:gene_id_12432	K01768
AS37:gene_id_12432	K19694
MH0109_GL0087901	K21573
T2D-45A_GL0138131	K03100
H_P1_gene_146526	K01338
T2D-25A_GL0076464	K01183
NLF006_GL0041077	K00793
MH0055_GL0037386	K00930
159207311-stool2_GL0148055	K03070
MH0055_GL0064375	K03281
H80_gene_29948	K09015
AS18:gene_id_38402	K08282
AS18:gene_id_38402	K15192
MH0238_GL0078490	K01620
MH0114_GL0063820	K01442
L70_gene_82724	K05810
MH0354_GL0030054	K03816
MH0046_GL0005823	K08282
MH0046_GL0005823	K10877
MH0046_GL0005823	K11654
MH0046_GL0005823	K20092
MH0046_GL0005823	K11642
763860675-stool1_GL0025887	K01195
MH0060_GL0062469	K02355
MH0152_GL0013085	K12410
L115_gene_58411	K01190
V1.UC3-0_GL0007421	K03695
MH0196_GL0225836	K01551
AS31:gene_id_19985	K01613
Unknow_GL0186288	K04758
V1.FI24_GL0027774	K02950
AS18:gene_id_61369	K00703
MH0428_GL0035054	K18954
H91_gene_66268	K01847
L125_gene_40027	K19425
H24_gene_1563	K13598
MH0096_GL0019100	K16089
MH0096_GL0019100	K02014
MH0096_GL0019100	K21573
T2D-45A_GL0143648	K00991
MH0321_GL0049029	K06373
MH0321_GL0049029	K06374
MH0084_GL0021962	K01126
L104_gene_138936	K01768
L104_gene_138936	K03407
L104_gene_138936	K19694
L104_gene_138936	K20971
MH0334_GL0000566	K02551
DOF003_GL0072986	K02988
MH0131_GL0032871	K12996
MH0238_GL0037664	K00262
H_P2_gene_380262	K20974
H_P2_gene_380262	K11527
H_P2_gene_380262	K13924
H130_gene_38133	K02335
O2.UC4-2_GL0158530	K18930
V1.UC38-4_GL0065684	K00616
V1.FI09_GL0078934	K06180
H_P2_gene_544058	K08384
O2.UC44-1_GL0069874	K06177
NLM016_GL0015900	K07267
O2.UC8-0_GL0121149	K01190
MH0094_GL0049504	K02005
O2.UC16-0_GL0013277	K01627
L87_gene_42782	K07399
RA14_contig:gene_id_180080	K02948
SRA02_contig:gene_id_447337	K00950
MH0053_GL0056159	K06221
MH0053_GL0056159	K00011
MH0053_GL0056159	K18097
MH0428_GL0122359	K01277
159227541-stool3_GL0043321	K01736
DOM014_GL0011183	K00761
MH0087_GL0043792	K10742
MH0087_GL0043792	K19036
MH0087_GL0043792	K10706
MH0224_GL0024736	K03466
MH0055_GL0065199	K06217
823052294-stool1_GL0018771	K00973
MH0071_GL0030233	K07720
T2D-45A_GL0099711	K02005
HD-58:gene_id_28441	K00008
H65_gene_12034	K02004
159571453-stool1_GL0123023	K03296
O2.UC8-0_GL0157480	K02014
L63_gene_25709	K07267
MH0321_GL0017181	K00548
L92_gene_38755	K14415
T2D-45A_GL0104905	K03426
L96_gene_39675	K01489
L70_gene_57801	K03569
S_P1_gene_224522	K01689
MH0001_GL0002463	K02503
MH0246_GL0050675	K03980
L92_gene_5917	K02890
L104_gene_19181	K05802
L104_gene_19181	K03442
MH0055_GL0013023	K02361
MH0238_GL0125047	K15532
MH0238_GL0125047	K19172
MH0238_GL0125047	K01213
MH0238_GL0125047	K00784
MH0238_GL0125047	K18650
V1.FI24_GL0150209	K02001
S_P2_gene_192482	K07718
MH0118_GL0001364	K03760
T2D-45A_GL0111319	K03046
T2D-45A_GL0100723	K21574
O2.UC8-0_GL0124865	K07001
MH0110_GL0005445	K21572
MH0238_GL0045108	K03177
O2.UC48-0_GL0035575	K19338
O2.UC48-0_GL0035575	K11921
O2.UC48-0_GL0035575	K17737
O2.UC48-0_GL0035575	K09681
O2.UC48-0_GL0035575	K04761
H65_gene_25643	K01173
MH0224_GL0077934	K07263
MH0224_GL0077934	K00960
MH0428_GL0168280	K21573
H65_gene_51767	K04075
MH0375_GL0039698	K01883
AS34:gene_id_33886	K01633
MH0055_GL0021501	K21471
MH0055_GL0021501	K08259
SRA00_contig:gene_id_152407	K00942
O2.UC60-0_GL0106749	K01728
H80_gene_21023	K19431
HD-43:gene_id_5543	K20429
MH0118_GL0026789	K08301
MH0354_GL0122025	K07098
HD-24:gene_id_25982	K03088
MH0238_GL0112917	K00703
O2.CD2-0_GL0014774	K05540
MH0274_GL0086217	K03496
MH0238_GL0136849	K01209
V1.UC26-4_GL0162638	K21572
T2D-2A_GL0071296	K01696
O2.UC48-0_GL0080742	K02884
MH0012_GL0110365	K01885
MH0253_GL0211586	K14155
MH0154_GL0017408	K03654
MH0131_GL0142792	K01868
MH0354_GL0054556	K07407
MH0211_GL0127805	K07636
MH0341_GL0093732	K02945
MH0341_GL0093732	K03527
764508039-stool1_GL0041255	K12251
MH0121_GL0039354	K01971
MH0121_GL0039354	K10747
MH0426_GL0005515	K03744
RA04_contig:gene_id_124563	K21572
764325968-stool1_GL0082805	K07058
V1.UC3-0_GL0050611	K02529
V1.UC3-0_GL0050611	K05499
O2.UC36-0_GL0181228	K00996
V1.UC23-0_GL0001565	K07273
MH0130_GL0077888	K02888
MH0377_GL0093627	K09458
O2.UC38-1_GL0141832	K13786
O2.UC24-1_GL0164501	K03315
MH0238_GL0183856	K02005
AS133:gene_id_18067	K03480
O2.UC8-0_GL0081367	K19355
L103_gene_83688	K03545
L15_gene_5624	K09815
SZEY-63A_GL0032700	K03579
MH0097_GL0099602	K01069
O2.UC1-2_GL0110944	K00557
O2.UC1-2_GL0110944	K03215
HD-14:gene_id_8702	K06926
V1.UC52-1_GL0096225	K18672
MH0131_GL0095078	K01955
HD-58:gene_id_2919	K01091
MH0238_GL0061959	K03696
T2D-57A_GL0050362	K07133
HD-29:gene_id_761	K13043
160178356-stool1_GL0034543	K01992
SZEY-106A_GL0067170	K01495
MH0161_GL0054467	K03502
MH0152_GL0081600	K03308
L126_gene_25146	K01734
AS15:gene_id_84503	K02854
AS15:gene_id_84503	K07506
AS15:gene_id_84503	K02855
AS15:gene_id_84503	K07720
MH0131_GL0067130	K00052
MH0131_GL0152293	K06987
MH0390_GL0108820	K01534
MH0238_GL0148008	K01270
S_P2_gene_510628	K04066
MH0094_GL0008742	K01134
MH0094_GL0008742	K01130
MH0094_GL0008742	K01131
MH0094_GL0008742	K18222
MH0094_GL0008742	K12374
MH0355_GL0224049	K03695
MH0109_GL0025354	K00335
MH0109_GL0025354	K18331
V1.UC25-0_GL0108584	K01409
MH0071_GL0017755	K02022
MH0071_GL0017755	K11003
MH0071_GL0017755	K13408
MH0071_GL0017755	K12542
MH0063_GL0018411	K00602
MH0063_GL0018411	K01492
O2.UC52-2_GL0135488	K01265
T2D-45A_GL0062024	K21571
765074482-stool2_GL0163075	K03543
AS98:gene_id_22405	K18138
MH0246_GL0084549	K03101
T2D-78A_GL0096704	K21572
MH0071_GL0039374	K16150
MH0071_GL0039374	K00713
MH0071_GL0039374	K15521
MH0071_GL0039374	K16149
MH0071_GL0039374	K03280
MH0071_GL0039374	K02844
MH0055_GL0024963	K07082
160158126-stool2_GL0061386	K06196
160158126-stool2_GL0061386	K02199
160158126-stool2_GL0061386	K17609
160158126-stool2_GL0061386	K06889
O2.UC38-0_GL0055537	K21572
L20_gene_20551	K02836
MH0094_GL0060978	K19423
MH0094_GL0060978	K16698
MH0094_GL0060978	K20444
MH0094_GL0060978	K21363
MH0094_GL0060978	K21366
MH0094_GL0060978	K12983
MH0094_GL0060978	K19427
MH0094_GL0060978	K12987
MH0094_GL0060978	K12988
MH0094_GL0060978	K19425
O2.UC31-1_GL0089374	K00661
AS34:gene_id_30208	K13730
AS34:gene_id_30208	K08884
AS34:gene_id_30208	K14310
AS34:gene_id_30208	K17495
DOM012_GL0007215	K01958
DOM012_GL0007215	K01960
DOM012_GL0007215	K01968
DOM012_GL0007215	K01571
DOM012_GL0007215	K01965
L70_gene_80611	K02199
L70_gene_80611	K06196
L70_gene_80611	K17609
MH0407_GL0198858	K03427
MH0407_GL0198858	K07317
V1.UC33-0_GL0033868	K00262
V1.UC25-0_GL0026001	K01179
V1.UC25-0_GL0026001	K01218
V1.UC25-0_GL0026001	K01361
V1.UC25-0_GL0026001	K21449
159207311-stool2_GL0209631	K03568
MH0246_GL0098652	K06201
MH0103_GL0097893	K01190
MH0103_GL0097893	K12111
T2D-45A_GL0068454	K06969
764811490-stool1_GL0022367	K05349
V1.CD16-0_GL0098829	K19424
T2D-29A_GL0041475	K02004
T2D-45A_GL0063796	K03424
L103_gene_4954	K07165
O2.UC35-1_GL0028963	K03548
N017A_GL0026772	K07636
O2.UC44-0_GL0115505	K01181
O2.UC44-0_GL0115505	K07214
H93_gene_19387	K06139
H93_gene_19387	K03639
H93_gene_19387	K20967
MH0055_GL0037387	K01585
MH0061_GL0037387	K01990
L69_gene_2502	K17249
MH0363_GL0127699	K01872
MH0162_GL0029524	K21573
AS57:gene_id_2437	K00651
L115_gene_1418	K03801
MH0097_GL0089060	K00973
MH0238_GL0005647	K09817
MH0094_GL0050614	K03502
MH0238_GL0086575	K01190
160400887-stool1_GL0027363	K07165
O2.UC38-1_GL0057890	K03284
DOM014_GL0001410	K03101
RA11_contig:gene_id_136739	K02874
823052294-stool1_GL0078574	K02115
L96_gene_19824	K00764
MH0121_GL0062836	K12583
MH0121_GL0062836	K16149
MH0121_GL0062836	K15521
MH0121_GL0062836	K00712
MH0121_GL0062836	K16703
MH0121_GL0062836	K19422
AS18:gene_id_52595	K03335
T2D-45A_GL0141028	K04567
675950834-stool1_GL0127654	K07165
HD-43:gene_id_14849	K18369
HD-43:gene_id_14849	K00001
N017A_GL0069570	K21573
MH0055_GL0053672	K03269
MH0055_GL0001909	K03718
V1.CD44-0_GL0056806	K01190
H24_gene_33997	K01609
MH0010_GL0040606	K05970
O2.UC24-0_GL0037136	K02014
MH0238_GL0083130	K01866
AS136:gene_id_25425	K05349
MH0238_GL0168217	K02199
MH0238_GL0168217	K06196
MH0321_GL0119158	K01206
MH0055_GL0073921	K02003
MH0401_GL0082356	K03088
MH0055_GL0005947	K01736
N087A_GL0042184	K21572
V1.UC35-4_GL0176075	K04027
O2.UC24-1_GL0177705	K02529
MH0238_GL0045109	K07568
MH0006_GL0170461	K00784
H67_gene_41167	K04085
H67_gene_41167	K08255
H67_gene_41167	K18367
H36_gene_29900	K01809
T2D-163A_GL0056669	K01872
V1.CD1-3-PN_GL0131367	K01487
AS56:gene_id_33077	K07407
SRA02_contig:gene_id_117361	K00554
MH0094_GL0071433	K08325
HD-43:gene_id_57584	K02926
MH0238_GL0174074	K00850
AS40:gene_id_11792	K01179
V1.UC39-4_GL0068018	K03545
V1.CD41-0_GL0152542	K04763
L27_gene_3651	K03654
MH0055_GL0057320	K03601
158337416-stool2_GL0014923	K04047
H_P1_gene_216763	K02314
T2D-45A_GL0025951	K08303
SRA02_contig:gene_id_6002	K04748
764143897-stool1_GL0107890	K07271
V1.FI21_GL0025753	K15855
V1.FI21_GL0025753	K18577
V1.FI21_GL0025753	K01192
MH0203_GL0273930	K01972
MH0161_GL0016430	K07183
MH0055_GL0073475	K08301
MH0297_GL0061463	K02357
HD-23:gene_id_14416	K00059
MH0246_GL0133029	K19418
MH0097_GL0102532	K07004
MH0097_GL0102532	K01081
MH0224_GL0172286	K00337
MH0238_GL0111302	K00297
MH0444_GL0024419	K04085
O2.UC21-1_GL0057044	K01190
O2.UC21-1_GL0057044	K01138
O2.UC21-1_GL0057044	K01130
O2.UC21-1_GL0057044	K01135
O2.UC21-1_GL0057044	K01134
O2.UC21-1_GL0057044	K01132
O2.UC21-1_GL0057044	K12375
O2.UC15-2_GL0110299	K00099
HD-26:gene_id_20857	K03088
V1.CD17-4_GL0105241	K01205
V1.CD17-4_GL0105241	K10532
MH0438_GL0057948	K03088
MH0383_GL0130703	K01696
MH0055_GL0049024	K18928
MH0005_GL0003095	K07240
L81_gene_20579	K03524
SRA02_contig:gene_id_1317	K21572
MH0055_GL0024978	K03584
T2D-45A_GL0079004	K11927
T2D-45A_GL0079004	K05592
MH0010_GL0005333	K00344
MH0010_GL0005333	K07068
T2D-29A_GL0027725	K15655
T2D-29A_GL0027725	K16095
T2D-29A_GL0027725	K02364
T2D-29A_GL0027725	K03367
T2D-29A_GL0027725	K15663
T2D-29A_GL0027725	K15667
T2D-29A_GL0027725	K15675
T2D-29A_GL0027725	K15660
T2D-29A_GL0027725	K16124
T2D-29A_GL0027725	K13614
T2D-29A_GL0027725	K15668
MH0336_GL0119749	K12960
MH0442_GL0240528	K07160
MH0006_GL0071905	K01000
O2.UC35-2_GL0130638	K02337
V1.UC50-1_GL0086379	K21573
DLM017_GL0043513	K07264
MH0055_GL0065926	K00145
MH0131_GL0027708	K16923
MH0131_GL0027708	K07814
MH0131_GL0027708	K02030
NLM027_GL0018823	K09811
MH0321_GL0119924	K01990
MH0238_GL0076131	K06180
MH0167_GL0053522	K02355
MH0224_GL0129127	K21573
H93_gene_53832	K00558
L111_gene_113103	K07787
L111_gene_113103	K07239
Unknow_GL0023417	K01262
MH0142_GL0123668	K03118
MH0362_GL0153826	K09706
MH0283_GL0058417	K01156
ED16A_GL0007895	K01870
O2.CD2-0-PT_GL0014447	K02337
O2.UC8-0_GL0054770	K03797
V1.UC38-4_GL0085593	K02965
MH0071_GL0019789	K00012
MH0055_GL0029198	K01190
MH0094_GL0045508	K02338
RA01_contig:gene_id_93139	K00008
RA01_contig:gene_id_93139	K00004
O2.UC11-2_GL0114875	K01897
H65_gene_27664	K21573
MH0013_GL0010762	K21572
763901136-stool2_GL0098639	K03827
763901136-stool2_GL0098639	K01759
NLM004_GL0049821	K01803
MH0334_GL0095276	K05275
MH0334_GL0095276	K06607
V1.FI12_GL0061875	K01447
AS46:gene_id_923	K02014
V1.UC3-0_GL0015865	K01881
L73_gene_51606	K03570
V1.CD50-0_GL0152502	K01187
NOM010_GL0059725	K00826
MH0376_GL0108085	K00566
AS37:gene_id_10163	K00912
MH0085_GL0048144	K17732
MH0238_GL0020035	K06881
RA14_contig:gene_id_49902	K04043
MH0428_GL0148782	K07114
MH0429_GL0092744	K21573
MH0389_GL0089598	K03555
O2.UC1-1_GL0056014	K01187
O2.UC41-1_GL0060528	K02030
AS104:gene_id_8808	K03088
158479027-stool1_GL0026265	K02108
NOM009_GL0110898	K14155
MH0026_GL0028792	K02429
159227541-stool2_GL0107888	K02884
MH0031_GL0019013	K03340
MH0127_GL0038960	K13327
MH0127_GL0038960	K20429
L70_gene_77172	K02013
O2.CD1-0_GL0134766	K03364
O2.CD1-0_GL0134766	K17286
O2.CD1-0_GL0134766	K11293
T2D-45A_GL0117613	K03070
O2.UC1-2_GL0058266	K13730
MH0094_GL0008514	K09809
MH0094_GL0008514	K17248
MH0094_GL0008514	K13004
MH0222_GL0055508	K00384
HD-53:gene_id_86456	K00986
MH0442_GL0220346	K06394
MH0010_GL0010257	K21571
764508039-stool1_GL0053925	K12373
MH0428_GL0145854	K01424
MH0357_GL0124548	K16787
MH0061_GL0004578	K19425
MH0061_GL0004578	K19427
MH0010_GL0018356	K01546
V1.UC51-4_GL0160479	K01629
MH0355_GL0228162	K00962
MH0389_GL0065072	K01051
MH0389_GL0065072	K15532
765074482-stool2_GL0070595	K00677
MH0428_GL0180962	K03469
MH0192_GL0164311	K01572
MH0238_GL0182923	K21573
MH0276_GL0055693	K03088
H65_gene_41918	K01372
O2.UC57-0_GL0122993	K02572
O2.UC57-0_GL0122993	K02573
AS6:gene_id_56727	K06872
V1.UC62-0_GL0177864	K21573
159571453-stool1_GL0068399	K05989
V1.CD7-0_GL0053790	K13530
MH0006_GL0048882	K13730
RA05_contig:gene_id_73709	K03303
O2.UC48-2_GL0123719	K02429
764447348-stool1_GL0079449	K07271
MH0018_GL0008134	K07133
MH0238_GL0009021	K06027
MH0238_GL0009021	K03798
MH0238_GL0009021	K13525
